Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,Longitud,Latitud
CORDOBA,Calamuchita,Los Reartes,14007130,25,0,0,490,0,1,0,600,1116,-64.5755037073336,-31.919856077953
CORDOBA,Calamuchita,Parque Calmayo,14007160,0,0,0,0,0,0,0,31,31,-64.4641636844138,-32.0237443074993
CORDOBA,Calamuchita,San Agustín,14007180,110,0,0,0,0,0,0,1,111,-64.3733067164283,-31.9763155149128
CORDOBA,Calamuchita,San Ignacio (Loteo San Javier),14007190,0,0,0,0,0,0,0,19,19,-64.5163972060979,-32.1667856733263
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,14007210,887,1805,0,279,0,0,0,3381,6352,-64.537633731877,-32.0700578177618
CORDOBA,Calamuchita,Villa Alpina,14007240,0,0,0,0,0,0,0,5,5,-64.8132541353652,-31.9532611007669
CORDOBA,Calamuchita,Villa Amancay,14007250,0,0,0,0,0,0,0,229,229,-64.570452981186,-32.1863928332037
CORDOBA,Calamuchita,Villa Berna,14007260,32,0,0,0,0,0,0,15,47,-64.7428823583405,-31.9052382568315
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),14007270,0,0,0,0,0,0,0,244,244,-64.5456887371347,-31.9091576117526
CORDOBA,Calamuchita,Villa del Dique,14007290,555,0,0,256,128,0,0,947,1886,-64.4567952849232,-32.1696837164743
CORDOBA,Calamuchita,Villa General Belgrano,14007310,0,31,0,0,0,1,0,1251,1283,-64.5606191505919,-31.9808236449718
CORDOBA,Calamuchita,Villa Quillinzo,14007330,0,0,0,0,0,0,0,124,124,-64.5210498971139,-32.2384365356542
CORDOBA,Calamuchita,Villa Rumipal,14007340,0,0,0,47,0,0,0,980,1027,-64.4792063354191,-32.1893813417324
CORDOBA,Calamuchita,Villa San Miguel,14007170,0,0,0,0,0,0,0,5,5,-64.3750577906576,-31.8582901636165
CORDOBA,Calamuchita,Villa Yacanto,14007360,0,0,0,0,0,0,0,135,135,-64.7541028295247,-32.1037825310006
CORDOBA,Calamuchita,Las Caleras,14007100,0,0,0,0,0,0,0,7,7,-64.5185923418535,-32.3893612457104
CORDOBA,Calamuchita,Segunda Usina,14007220,0,0,0,0,0,0,0,67,67,-64.3784225873001,-32.1650425977053
CORDOBA,Calamuchita,Río de los Sauces,14007170,0,0,0,0,0,0,0,2,2,-64.5869530802431,-32.5265595269976
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,14007170,0,400,0,0,0,0,0,160,560,-64.5456887371347,-31.9091576117526
CORDOBA,Calamuchita,Santa Monica,14007170,0,0,0,0,0,0,0,106,106,-64.5791018557419,-32.0665951444652
CORDOBA,Calamuchita,San Ignacio (Loteo Vélez Crespo),14007170,0,0,0,0,0,0,0,9,9,-64.516944444444,-32.165
CORDOBA,Capital,Córdoba,14014010,33288,210807,42,269623,1218,11,0,4370,519359,-64.1833384346292,-31.4138166206931
CORDOBA,Colón,Agua de Oro,14021010,370,0,0,65,0,0,0,65,500,-64.2955793576311,-31.058228127494
CORDOBA,Colón,Ascochinga,14021020,120,0,0,1,0,0,0,0,121,-64.2754165610863,-30.9594645513035
CORDOBA,Colón,Colonia Caroya,14021050,720,564,0,6932,0,0,0,41,8257,-64.066728610829,-31.0172322466264
CORDOBA,Colón,El Manzano,14021110,125,0,0,0,0,0,0,20,145,-64.2998324164847,-31.0817617139175
CORDOBA,Colón,General Paz,14021130,154,0,0,0,0,0,0,0,154,-64.1410056588479,-31.1341189126982
CORDOBA,Colón,Jesús María,14021140,790,3927,0,7438,0,0,0,19,12174,-64.095771286873,-30.9811937384049
CORDOBA,Colón,La Calera,14021150,1120,7519,0,893,316,1,0,496,10345,-64.3368093736089,-31.3441541784042
CORDOBA,Colón,La Granja,14021160,406,0,0,0,0,0,0,26,432,-64.2616783510445,-31.0054374122172
CORDOBA,Colón,Los Molles,14021180,0,0,0,0,0,2,0,0,2,-64.225388080483,-31.0167070305726
CORDOBA,Colón,Malvinas Argentinas,14021190,404,0,0,0,0,0,0,229,633,-64.0503196448495,-31.3677025435362
CORDOBA,Colón,Mendiolaza,14021200,860,2926,0,753,2,0,0,215,4756,-64.3038336466706,-31.2634679794013
CORDOBA,Colón,Pajas Blancas,14021220,0,0,0,0,0,0,0,19,19,-64.2768259906649,-31.2146356684786
CORDOBA,Colón,Río Ceballos,14021230,1133,6192,0,14,1,1,0,444,7785,-64.3096761754849,-31.1748535571499
CORDOBA,Colón,Saldán,14021240,29,3908,0,19,0,0,0,271,4227,-64.3129043036137,-31.3142696814132
CORDOBA,Colón,Salsipuedes,14021250,891,532,0,135,0,1,0,387,1946,-64.2906610433299,-31.1388344121698
CORDOBA,Colón,Unquillo,14021280,2154,953,0,568,0,0,0,603,4278,-64.3177425598673,-31.2319725034056
CORDOBA,Colón,Villa Allende,14021290,1,6952,0,1279,4,0,0,484,8720,-64.2950077746202,-31.2922067561376
CORDOBA,Colón,Villa Cerro Azul,14021300,75,0,0,0,0,0,0,20,95,-64.3197333591217,-31.0702139869894
CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,14021310,275,0,0,0,0,1,0,0,276,-64.1805270805742,-31.3101307241869
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,14021320,356,0,0,499,0,0,0,360,1215,-64.1641142793009,-31.2742571242585
CORDOBA,Colón,Mi Granja,14021210,0,0,0,4,0,0,0,0,4,-63.9996450992295,-31.3501106609981
CORDOBA,Cruz del Eje,Alto de los Quebrachos,14028010,0,0,0,0,6,0,0,1,7,-65.0384387721916,-30.5409658147192
CORDOBA,Cruz del Eje,Bañado de Soto,14028020,0,0,0,0,0,0,0,8,8,-65.0436620185917,-30.8044357869451
CORDOBA,Cruz del Eje,Cruz de Caña,14028040,0,0,0,0,0,0,0,2,2,-64.9425321672363,-31.0662466251544
CORDOBA,Cruz del Eje,Cruz del Eje,14028050,894,1733,0,4,0,0,0,575,3206,-64.8077377312137,-30.7218592173102
CORDOBA,Cruz del Eje,El Brete,14028060,0,0,0,1,0,0,0,65,66,-64.8699070292303,-30.6722100581192
CORDOBA,Cruz del Eje,Guanaco Muerto,14028080,0,0,0,0,0,0,0,17,17,-65.0597627738017,-30.4794131800612
CORDOBA,Cruz del Eje,La Banda,14028090,0,0,0,0,0,1,0,0,1,-64.6459839334075,-30.7628592235779
CORDOBA,Cruz del Eje,La Batea,14028100,0,0,0,0,0,0,0,1,1,-65.4238386532105,-30.4417646532675
CORDOBA,Cruz del Eje,La Higuera,14028110,7,0,0,0,0,0,0,2,9,-65.1020313666951,-31.0139548417914
CORDOBA,Cruz del Eje,Las Playas,14028130,0,0,0,1,0,0,0,176,177,-64.8508831281017,-30.6895900139602
CORDOBA,Cruz del Eje,Los Chañaritos,14028140,0,0,0,1,0,0,0,9,10,-64.9410778222467,-30.5724823864554
CORDOBA,Cruz del Eje,Media Naranja,14028150,0,0,0,0,0,0,0,60,60,-64.9515406139404,-30.6233104657952
CORDOBA,Cruz del Eje,Paso Viejo,14028160,64,0,0,0,0,0,0,54,118,-65.1864700189142,-30.7686835768001
CORDOBA,Cruz del Eje,San Marcos Sierra,14028170,0,16,0,585,0,0,0,180,781,-64.6468515131076,-30.7803420622583
CORDOBA,Cruz del Eje,Serrezuela,14028180,92,0,0,10,0,0,0,2,104,-65.3813009621884,-30.6392026300348
CORDOBA,Cruz del Eje,Tuclame,14028190,0,0,0,0,0,0,0,13,13,-65.2375410689391,-30.7485284753417
CORDOBA,Cruz del Eje,Villa de Soto,14028200,438,0,0,495,0,2,0,318,1253,-64.9924997261449,-30.852977256889
CORDOBA,Cruz del Eje,Canteras Quilpo,14028030,0,0,0,0,0,0,0,2,2,-64.6829010647536,-30.8666932853441
CORDOBA,General Roca,Del Campillo,14035010,608,0,0,678,0,1,0,0,1287,-64.4945399243505,-34.3760847098309
CORDOBA,General Roca,Hipólito Bouchard,14035030,0,0,0,0,0,1,0,0,1,-63.508013061936,-34.7223142041085
CORDOBA,General Roca,Huinca Renancó,14035040,572,0,0,1294,0,0,0,1097,2963,-64.3724876795015,-34.8397251237332
CORDOBA,General Roca,Villa Huidobro,14035120,0,789,8,2,0,1,0,1099,1899,-64.5833571665395,-34.8371817717375
CORDOBA,General Roca,Villa Valeria,14035140,678,0,0,0,0,1,0,241,920,-64.917844943457,-34.3408530354994
CORDOBA,General Roca,Santa Magdalena (Est. Jovita),14035110,0,1666,0,37,0,0,0,82,1785,-63.941510935076,-34.514736598064
CORDOBA,General Roca,Nicolás Bruzzone,14035070,0,0,0,0,0,0,0,91,91,-64.3383707319069,-34.4382295005707
CORDOBA,General San Martín,Arroyo Cabral,14042020,3,393,0,2,0,1,0,276,675,-63.4014794487713,-32.4889824965456
CORDOBA,General San Martín,Ausonia,14042030,0,0,0,1,0,0,0,1,2,-63.2447973807791,-32.6613825801545
CORDOBA,General San Martín,Chazón,14042040,0,426,0,0,0,0,0,0,426,-63.275435286184,-33.0772598274988
CORDOBA,General San Martín,Etruria,14042050,19,1,0,0,2,1,0,0,23,-63.2472565147,-32.9405157092885
CORDOBA,General San Martín,La Laguna,14042060,524,0,0,0,0,0,0,0,524,-63.2440045658431,-32.8014149822474
CORDOBA,General San Martín,La Playosa,14042080,650,0,0,0,0,1,0,69,720,-63.0325289648087,-32.099694860079
CORDOBA,General San Martín,Pasco,14042110,0,0,0,1,0,0,0,0,1,-63.3411254262064,-32.7470044961114
CORDOBA,General San Martín,Silvio Pellico,14042130,154,0,0,0,0,0,0,69,223,-62.931650118919,-32.2506338091324
CORDOBA,General San Martín,Ticino,14042140,0,778,0,7,0,2,0,0,787,-63.4353044375428,-32.6919271380136
CORDOBA,General San Martín,Tío Pujio,14042150,556,0,0,2,0,0,0,53,611,-63.3540179546817,-32.2863739057236
CORDOBA,General San Martín,Villa María,14042170,2209,16330,0,12649,0,1,0,1187,32376,-63.2499951238659,-32.4120836110321
CORDOBA,General San Martín,Villa Nueva,14042180,598,2158,0,2618,1,1,0,414,5790,-63.249359249877,-32.4288251783807
CORDOBA,General San Martín,Arroyo Algodón,14042010,159,0,0,1,0,0,0,226,386,-63.1627861860009,-32.2019665986816
CORDOBA,General San Martín,La Palestina,14042070,0,0,0,0,0,0,0,1,1,-63.4092352057166,-32.6155884790714
CORDOBA,Ischilín,Chuña,14049030,0,0,0,0,0,2,0,102,104,-64.6712287665168,-30.4687274606224
CORDOBA,Ischilín,Copacabana,14049040,0,0,0,0,0,0,0,12,12,-64.5555688574614,-30.6113486219317
CORDOBA,Ischilín,Deán Funes,14049050,717,1932,0,740,0,1,0,0,3390,-64.3516697664768,-30.4229409365773
CORDOBA,Ischilín,Esquina del Alambre,14049060,0,0,0,0,0,0,0,1,1,-64.9074033309966,-30.6016118281727
CORDOBA,Ischilín,Olivares de San Nicolás,14049090,0,0,0,0,0,0,0,1,1,-64.8433653744314,-30.6020503748658
CORDOBA,Ischilín,Quilino,14049100,151,0,0,86,0,0,0,0,237,-64.5029777045333,-30.2159552214688
CORDOBA,Ischilín,Villa Quilino,14049130,0,0,0,30,0,0,0,0,30,-64.4775674155262,-30.2101157475483
CORDOBA,Juárez Celman,Alejandro Roca (Est. Alejandro),14056010,357,0,0,0,0,0,0,300,657,-63.7205503922441,-33.3564514451723
CORDOBA,Juárez Celman,Bengolea,14056030,0,0,0,269,0,0,0,0,269,-63.6719277875696,-33.0274173144801
CORDOBA,Juárez Celman,Carnerillo,14056040,66,0,0,726,1,1,0,195,989,-64.0256580552867,-32.9153142058652
CORDOBA,Juárez Celman,Charras,14056050,0,0,0,1,0,0,0,12,13,-64.0458262411649,-33.0241677315378
CORDOBA,Juárez Celman,General Cabrera,14056070,544,0,0,1,0,0,0,0,545,-63.8736965709556,-32.8118910840567
CORDOBA,Juárez Celman,General Deheza,14056080,2,1281,0,3359,1,0,0,0,4643,-63.7850383518255,-32.7549291159098
CORDOBA,Juárez Celman,Huanchillas,14056090,0,0,0,11,0,0,0,0,11,-63.6372618363763,-33.6655227252595
CORDOBA,Juárez Celman,La Carlota,14056100,709,0,0,0,0,0,0,0,709,-63.2969802619056,-33.4201679372505
CORDOBA,Juárez Celman,Los Cisnes,14056110,1,0,0,208,0,0,0,39,248,-63.4716515559202,-33.400060095449
CORDOBA,Juárez Celman,Olaeta,14056120,0,65,0,0,0,0,0,0,65,-63.9085957407616,-33.0434821211836
CORDOBA,Juárez Celman,Santa Eufemia,14056150,0,676,0,0,0,1,0,64,741,-63.2820358699256,-33.1767529632621
CORDOBA,Juárez Celman,Ucacha,14056160,95,2019,0,2,0,0,0,82,2198,-63.5082571588932,-33.0334392795817
CORDOBA,Juárez Celman,Villa Reducción,14056170,0,0,0,0,0,0,0,232,232,-63.8622207209792,-33.2014556304775
CORDOBA,Marcos Juárez,Alejo Ledesma,14063010,0,0,0,1,0,3,0,76,80,-62.6261405718946,-33.6076125942499
CORDOBA,Marcos Juárez,Arias,14063020,409,0,0,0,0,0,0,0,409,-62.402789011452,-33.6411632781096
CORDOBA,Marcos Juárez,Camilo Aldao,14063030,1041,0,0,543,20,1,0,0,1605,-62.0965954602144,-33.123740825534
CORDOBA,Marcos Juárez,Colonia Italiana,14063070,0,158,0,0,31,0,0,10,199,-62.1807987939012,-33.3119180942558
CORDOBA,Marcos Juárez,Corral de Bustos,14063090,709,4298,0,1027,1790,0,0,48,7872,-62.1854508942409,-33.2816219895104
CORDOBA,Marcos Juárez,Cruz Alta,14063100,620,0,0,0,0,1,0,2,623,-61.8109726038419,-33.0069947278727
CORDOBA,Marcos Juárez,General Baldissera,14063110,451,0,0,0,0,1,0,0,452,-62.3037212558104,-33.1220171765357
CORDOBA,Marcos Juárez,General Roca,14063120,1221,0,0,1,0,2,0,0,1224,-61.917138712509,-32.7305115296671
CORDOBA,Marcos Juárez,Guatimozín,14063130,811,0,0,0,593,1,0,23,1428,-62.4391434502619,-33.4617411292085
CORDOBA,Marcos Juárez,Inriville,14063140,205,0,0,0,0,0,0,89,294,-62.2305487525417,-32.9438405235327
CORDOBA,Marcos Juárez,Isla Verde,14063150,455,262,0,211,0,0,0,0,928,-62.404426547367,-33.2401071501959
CORDOBA,Marcos Juárez,Leones,14063160,205,2705,0,4,0,0,0,23,2937,-62.299914625293,-32.658391411409
CORDOBA,Marcos Juárez,Los Surgentes,14063170,599,0,0,300,0,1,0,0,900,-62.0237039883189,-32.9843826304567
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,322,10490,0,9,0,0,0,240,11061,-62.1057946726991,-32.6913099811557
CORDOBA,Marcos Juárez,Monte Buey,14063190,1563,0,0,0,0,0,0,0,1563,-62.4576576002351,-32.9175280341379
CORDOBA,Marcos Juárez,Villa Elisa,14063230,185,0,12,1492,0,0,0,0,1689,-62.3306744044274,-32.7487775757302
CORDOBA,Marcos Juárez,Saira,14063210,253,0,0,0,0,0,0,0,253,-62.1029831790036,-32.406411636801
CORDOBA,Marcos Juárez,Capitán General Bernardo O'Higgins,14063040,15,0,0,0,0,0,0,25,40,-62.269738358968,-33.247202805036
CORDOBA,Marcos Juárez,Cavanagh,14063050,0,0,0,0,0,0,0,322,322,-62.3393464555145,-33.478334898944
CORDOBA,Minas,Ciénaga del Coro,14070010,0,0,0,1,0,0,0,64,65,-65.2775888503175,-31.0381142705456
CORDOBA,Minas,La Playa,14070050,0,0,0,0,0,0,0,53,53,-65.3453122247049,-31.0350257440514
CORDOBA,Minas,San Carlos Minas,14070060,174,0,0,2,0,0,0,290,466,-65.1017054267171,-31.175590415787
CORDOBA,Minas,Tosno,14070080,0,0,0,0,0,0,0,27,27,-65.3099277411768,-30.9499425576932
CORDOBA,Minas,El Chacho,14070020,0,0,0,1,0,0,0,173,174,-65.6440521440399,-30.8017974058313
CORDOBA,Minas,Estancia de Guadalupe,14070030,0,0,0,0,0,0,0,35,35,-65.2269002056273,-31.1242101609074
CORDOBA,Minas,Guasapampa,14070040,0,0,0,0,0,0,0,34,34,-65.3281875063158,-31.0975357099584
CORDOBA,Minas,Talaini,14070070,0,0,0,0,0,0,0,23,23,-65.1672000423356,-31.2496924733149
CORDOBA,Pocho,Chancani,14077010,0,0,0,0,0,0,0,97,97,-65.4453421341012,-31.4172820195639
CORDOBA,Pocho,Las Palmas,14077020,0,0,0,0,0,0,0,9,9,-65.2899757237495,-31.3800076236386
CORDOBA,Pocho,Salsacate,14077040,94,0,0,3,0,1,0,298,396,-65.0910260595287,-31.3151616749444
CORDOBA,Pocho,Villa de Pocho,14077080,0,0,0,0,0,0,0,40,40,-65.2830353856188,-31.4880894840309
CORDOBA,Pocho,Los Talares,14077030,0,0,0,0,0,0,0,39,39,-65.0386011461094,-31.3754115021879
CORDOBA,Pocho,San Gerónimo,14077050,0,0,0,0,0,0,0,11,11,-64.9131949666644,-31.3409519996631
CORDOBA,Pocho,Tala Cañada,14077060,0,0,0,0,0,0,0,39,39,-64.9638128897381,-31.3590179990726
CORDOBA,Pocho,Taninga,14077070,0,0,0,0,0,0,0,167,167,-65.0801168738369,-31.3454000529726
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,2,2534,0,108,0,0,0,146,2790,-63.9225367502507,-34.0098324798955
CORDOBA,Presidente Roque Sáenz Peña,La Cesira,14084020,395,0,0,2,17,1,0,38,453,-62.9744894136507,-33.9518611160055
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,569,6846,0,10,1,0,0,1133,8559,-63.388646306069,-34.1236122063832
CORDOBA,Presidente Roque Sáenz Peña,Melo,14084050,0,0,0,10,21,0,0,389,420,-63.4471714447308,-34.3483191246018
CORDOBA,Presidente Roque Sáenz Peña,Río Bamba,14084060,0,0,0,0,0,0,0,31,31,-63.7321532881296,-34.0511211181075
CORDOBA,Presidente Roque Sáenz Peña,Rosales,14084070,0,0,0,0,0,0,0,132,132,-63.1534798469172,-34.171790725852
CORDOBA,Presidente Roque Sáenz Peña,Serrano,14084090,0,1033,0,0,0,1,0,81,1115,-63.5375595280644,-34.4699818959404
CORDOBA,Presidente Roque Sáenz Peña,Leguizamón,14084040,0,0,0,1,0,0,0,0,1,-62.9768889543714,-34.2040788458157
CORDOBA,Presidente Roque Sáenz Peña,San Joaquín,14084080,0,0,0,0,0,0,0,42,42,-63.7132746964365,-34.5106395562101
CORDOBA,Punilla,Bialet Massé,14091020,365,0,0,0,0,0,0,333,698,-64.4629696370028,-31.3123081567618
CORDOBA,Punilla,Cabalango,14091030,0,0,0,0,0,0,0,207,207,-64.5635652642982,-31.3931049014855
CORDOBA,Punilla,Capilla del Monte,14091040,1310,457,0,0,0,0,0,282,2049,-64.526268881497,-30.8563966713395
CORDOBA,Punilla,Casa Grande,14091050,0,0,0,0,0,0,0,57,57,-64.4776214321437,-31.1697129911083
CORDOBA,Punilla,Charbonier,14091060,0,0,0,0,0,0,0,102,102,-64.5441595530858,-30.7720869099195
CORDOBA,Punilla,Cosquín,14091070,1337,5422,0,16,0,0,0,113,6888,-64.4655312574209,-31.240571224569
CORDOBA,Punilla,Cuesta Blanca,14091080,0,0,0,0,0,0,0,40,40,-64.5773466914484,-31.4787781890782
CORDOBA,Punilla,Estancia Vieja,14091090,0,0,0,0,0,0,0,216,216,-64.517330819559,-31.3842597063571
CORDOBA,Punilla,Huerta Grande,14091100,0,25,0,1847,0,0,0,91,1963,-64.484304266589,-31.0600927199176
CORDOBA,Punilla,La Cumbre,14091110,527,0,0,0,0,0,0,179,706,-64.4909087135044,-30.9792461523826
CORDOBA,Punilla,La Falda,14091120,995,5534,0,23,0,0,0,24,6576,-64.4864417754562,-31.0919649906581
CORDOBA,Punilla,Las Jarillas,14091130,0,0,0,0,0,0,0,4,4,-64.5345928843013,-31.5182256602189
CORDOBA,Punilla,Los Cocos,14091140,206,0,0,0,0,0,0,52,258,-64.5026123921004,-30.9269774865861
CORDOBA,Punilla,Mayu Sumaj,14091160,0,144,0,0,0,0,0,49,193,-64.5427634762868,-31.4668646402709
CORDOBA,Punilla,San Antonio de Arredondo,14091180,0,1627,0,1,0,0,0,112,1740,-64.5289350434399,-31.4782264688487
CORDOBA,Punilla,San Esteban,14091190,55,0,0,0,0,0,0,42,97,-64.5360036651851,-30.9199784063317
CORDOBA,Punilla,San Roque,14091200,0,0,0,0,0,0,0,233,233,-64.4599293921174,-31.3496904364626
CORDOBA,Punilla,Santa María de Punilla,14091210,694,0,0,2,1,0,0,113,810,-64.4653357678432,-31.2703319860361
CORDOBA,Punilla,Tala Huasi,14091220,0,0,0,0,0,0,0,15,15,-64.5651507693433,-31.472446933222
CORDOBA,Punilla,Tanti,14091230,0,0,0,0,225,0,0,373,598,-64.5909558305817,-31.3549072437345
CORDOBA,Punilla,Valle Hermoso,14091240,291,17,0,1497,0,0,0,116,1921,-64.484252831532,-31.1172888298585
CORDOBA,Punilla,Villa Carlos Paz,14091250,1845,24724,0,44,1,2,0,642,27258,-64.4933448063141,-31.4182380208919
CORDOBA,Punilla,Villa Giardino,14091270,885,0,0,634,0,0,0,297,1816,-64.4928899121054,-31.0362773938945
CORDOBA,Punilla,Villa Parque Siquimán,14091290,0,0,0,0,0,0,0,285,285,-64.4802571053108,-31.3457170881093
CORDOBA,Punilla,Villa Río Icho Cruz,14091300,0,0,0,0,0,0,0,147,147,-64.562747406585,-31.4791065590312
CORDOBA,Punilla,Villa Santa Cruz del Lago,14091320,238,0,0,0,0,0,0,279,517,-64.5205370832482,-31.369322851246
CORDOBA,Río Cuarto,Achiras,14098010,0,0,0,50,0,0,0,258,308,-64.9944684969757,-33.1770175916926
CORDOBA,Río Cuarto,Adelia María,14098020,91,2816,0,22,0,0,0,222,3151,-64.0208372956378,-33.631620222358
CORDOBA,Río Cuarto,Alcira (Est. Gigena),14098030,287,0,0,884,0,1,0,0,1172,-64.3378599293347,-32.757065291399
CORDOBA,Río Cuarto,Berrotarán,14098050,396,1689,0,3,0,0,0,137,2225,-64.3854404675021,-32.4528669215341
CORDOBA,Río Cuarto,Bulnes,14098060,50,0,0,0,0,1,0,0,51,-64.6755735163666,-33.5032818212674
CORDOBA,Río Cuarto,Chaján,14098070,0,0,0,78,0,1,0,0,79,-65.0052699166312,-33.5563361347485
CORDOBA,Río Cuarto,Chucul,14098080,16,0,0,3,0,0,0,74,93,-64.1712493406755,-33.0089546768665
CORDOBA,Río Cuarto,Coronel Moldes,14098100,353,0,0,0,1340,0,0,0,1693,-64.5971033510391,-33.6230868735031
CORDOBA,Río Cuarto,Elena,14098110,68,0,0,596,0,0,0,86,750,-64.3929518423935,-32.5720684109952
CORDOBA,Río Cuarto,La Carolina,14098120,7,0,0,0,0,2,0,66,75,-64.7251129655857,-33.1868433713045
CORDOBA,Río Cuarto,Las Acequias,14098150,422,0,0,8,0,0,0,0,430,-63.9758763865889,-33.2822486969948
CORDOBA,Río Cuarto,Las Higueras,14098170,90,717,0,777,0,0,0,0,1584,-64.2868227686533,-33.0892422210207
CORDOBA,Río Cuarto,Las Peñas,14098180,4,0,0,0,0,0,0,25,29,-64.1052291964295,-32.5348511864127
CORDOBA,Río Cuarto,Las Vertientes,14098190,33,0,0,25,0,0,0,0,58,-64.5781462257606,-33.2839463852241
CORDOBA,Río Cuarto,Río Cuarto,14098230,5281,35150,1,30608,0,4,0,1065,72109,-64.3487377033754,-33.1242631220064
CORDOBA,Río Cuarto,San Basilio,14098250,37,0,0,865,0,1,0,0,903,-64.3151828240087,-33.4978542515606
CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),14098260,378,0,0,0,0,0,0,0,378,-64.4348164483493,-33.2059384521037
CORDOBA,Río Cuarto,Vicuña Mackenna,14098290,2163,1518,0,71,0,1,0,0,3753,-64.3902222715013,-33.917235746816
CORDOBA,Río Cuarto,Washington,14098320,0,0,0,0,0,0,0,38,38,-64.6886182213475,-33.8733676407196
CORDOBA,Río Cuarto,Coronel Baigorria,14098090,0,0,0,1,0,0,0,0,1,-64.3598591374051,-32.8495478948519
CORDOBA,Río Primero,Cañada de Machado,14105020,0,0,0,0,0,0,0,11,11,-63.5870264507761,-31.4289242714312
CORDOBA,Río Primero,Esquina,14105090,0,0,0,55,0,1,0,0,56,-63.7935627786301,-31.0772911263196
CORDOBA,Río Primero,La Para,14105110,0,1167,0,4,0,1,0,154,1326,-63.0010662681495,-30.8925359716793
CORDOBA,Río Primero,La Puerta,14105130,0,0,0,1,0,0,0,100,101,-63.2532712015227,-30.8926051154777
CORDOBA,Río Primero,Montecristo,14105190,217,0,0,1331,0,1,0,185,1734,-63.9457735584091,-31.3438538707604
CORDOBA,Río Primero,Piquillín,14105210,144,0,0,0,0,0,0,0,144,-63.7591050718367,-31.2995844445842
CORDOBA,Río Primero,Río Primero,14105240,1140,0,0,703,0,0,0,187,2030,-63.621866727412,-31.3291838493004
CORDOBA,Río Primero,Santa Rosa de Río Primero,14105260,363,0,0,806,0,0,0,339,1508,-63.4015912555355,-31.1514772066717
CORDOBA,Río Primero,Villa Fontana,14105270,0,0,0,271,3,0,0,166,440,-63.1159181990178,-30.8940088267342
CORDOBA,Río Primero,Diego de Rojas,14105060,0,0,0,1,0,0,0,0,1,-63.3402795519709,-31.0286404171341
CORDOBA,Río Primero,La Quinta,14105140,0,0,0,0,0,0,0,30,30,-63.1501281830965,-31.0622588456023
CORDOBA,Río Seco,Sebastián Elcano,14112110,0,0,0,2,0,0,0,0,2,-63.5934503863753,-30.1614462636479
CORDOBA,Río Seco,Villa de María,14112130,0,610,0,0,427,0,0,242,1279,-63.722318985926,-29.9043583402484
CORDOBA,Río Seco,Cerro Colorado,14112010,0,0,0,0,0,0,0,60,60,-63.9287731727735,-30.0960599330651
CORDOBA,Río Seco,Rayo Cortado,14112080,0,0,0,0,0,0,0,57,57,-63.8249818238142,-30.0742593288829
CORDOBA,Río Segundo,Capilla del Carmen,14119030,0,153,0,0,0,0,0,11,164,-63.3421354529106,-31.5081678166164
CORDOBA,Río Segundo,Carrilobo,14119040,0,570,0,64,0,1,0,68,703,-63.1165074420857,-31.8716468802323
CORDOBA,Río Segundo,Colazo,14119050,0,0,0,2,0,1,0,0,3,-63.3834011052136,-31.964293093898
CORDOBA,Río Segundo,Costasacate,14119070,126,0,0,153,0,0,0,12,291,-63.7598955842163,-31.6470984739179
CORDOBA,Río Segundo,Laguna Larga,14119090,544,0,0,1,0,0,0,704,1249,-63.8027369015332,-31.7783987221778
CORDOBA,Río Segundo,Las Junturas,14119100,30,0,0,633,0,1,0,0,664,-63.4506364545889,-31.8313972998615
CORDOBA,Río Segundo,Los Chañaritos,14119110,5,0,0,32,0,0,0,31,68,-63.3321030427196,-31.4021377541587
CORDOBA,Río Segundo,Luque,14119120,31,4,0,1240,0,0,0,19,1294,-63.344798299585,-31.6468736294787
CORDOBA,Río Segundo,Manfredi,14119130,59,0,0,4,0,0,0,0,63,-63.7460746070431,-31.8440585633394
CORDOBA,Río Segundo,Oncativo,14119150,2419,71,0,152,0,0,0,436,3078,-63.6836820317482,-31.912835805369
CORDOBA,Río Segundo,Pilar,14119160,1096,0,0,1350,0,0,0,1215,3661,-63.8814979795567,-31.6804516863719
CORDOBA,Río Segundo,Pozo del Molle,14119170,0,1892,0,0,0,0,0,0,1892,-62.9199182599484,-32.0194389864602
CORDOBA,Río Segundo,Rincón,14119180,0,149,0,0,0,0,0,17,166,-63.6155414282074,-31.595385474428
